image,severity,code,box_index,detail
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen394_jpg.rf.eae28f81adfd6e2ca8ad82f25d3eb058.jpg,warning,small_box,0,box area 0.3709% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen415_jpg.rf.c08f37ac346dd5241f8e7e12ab6eadf7.jpg,warning,small_box,0,box area 0.3889% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen417_jpg.rf.876889587e6a69988051e6d6ff3e06ce.jpg,warning,small_box,0,box area 0.2640% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen455_jpg.rf.0f29d8d97bb5abf1e23b315347cfead5.jpg,warning,small_box,0,box area 0.4633% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen45_jpg.rf.de19ce08f2bea95c93140456c1a27db4.jpg,warning,small_box,0,box area 0.4733% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen474_jpg.rf.665e616e565067fc52d4bac56429ac7d.jpg,warning,small_box,0,box area 0.3995% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen483_jpg.rf.89d8a06cdbe21c18c13041720bc2a770.jpg,warning,small_box,0,box area 0.3201% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen488_jpg.rf.5f6e226b84c219995c97c61713e4a709.jpg,warning,small_box,0,box area 0.3285% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen491_jpg.rf.3d0ac50560974a4a38b0080f0b989763.jpg,warning,small_box,0,box area 0.3458% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen4_jpg.rf.e884925d1d83613ea925654f3627b7fa.jpg,warning,small_box,0,box area 0.4389% of the image is below the 0.50% threshold; plates this small are hard to learn
